type,bool > 0.5,max index,diff max and 1,slope to min,max val,slope to max,min index,diff 1,diff 2,diff 3,diff 4,diff 5,entry #
Type B,1,51,0.58091099999999996,-0.011896235294117647,0.98950499999999997,0.011390411764705882,119,0.58091099999999996,-0.78669499999999992,-0.022248999999999991,,,256
Type B,1,55,0.50972400000000007,-0.0083326811594202892,0.71214100000000002,0.0092677090909090917,124,0.50972400000000007,-0.57495499999999999,,,,257
Type B,1,49,0.080879999999999952,-0.012173293333333333,0.97394199999999997,0.0016506122448979581,124,0.080079000000000011,-0.91219600000000001,,,,258
Type A,1,19,0.022700000000000053,-0.0090942857142857145,0.99970000000000003,0.001194736842105266,124,-0.93220000000000003,,,,,259
Type A,1,7,0.00073100000000003718,-0.0083597719298245613,1.0180640000000001,0.00010442857142857674,121,-0.94488900000000009,0.067531999999999995,-0.074925999999999993,,,260
Type A,1,0,0.0,-0.017721766666666663,1.0172049999999999,0,60,-1.0633059999999999,0.098265000000000005,,,,261
Type A,1,0,0.0,-0.0078949435483870959,1.0178389999999999,0,124,-0.81342999999999988,0.053356999999999988,-0.21889999999999998,,,262
Type A,1,0,0.0,-0.0078949435483870959,1.0178389999999999,0,124,-0.7818719999999999,-0.19710100000000003,,,,263
Type A,1,3,0.00039999999999995595,-0.017514285714285715,0.99809999999999999,0.00013333333333331865,59,-0.98040000000000005,0.1734,-0.0504,,,264
Type A,1,3,0.0010000000000000009,-0.0076611570247933887,0.98999999999999999,0.00033333333333333365,124,-0.83860000000000001,-0.087400000000000005,,,,265
Type A,1,6,0.0043999999999999595,-0.005992372881355932,0.82169999999999999,0.00073333333333332662,124,-0.64280000000000004,-0.059899999999999995,,,,266
Type A,1,0,0.0,-0.0094326173913043473,1.0616909999999999,0,115,-1.084751,,,,,267
Type A,1,0,0.0,-0.012874294871794874,1.0054350000000001,0,78,-1.0041950000000002,0.099670999999999996,,,,268
Type A,1,0,0.0,-0.012821923076923078,1.0054350000000001,0,78,-1.0001100000000001,0.079986000000000002,,,,269
Type A,1,10,0.013000000000000012,-0.0075956140350877197,0.94450000000000001,0.0013000000000000012,124,-0.42030000000000001,-0.24390000000000001,-0.18869999999999998,,,270
Type A,1,10,0.013000000000000012,-0.0073210526315789478,0.94450000000000001,0.0013000000000000012,124,-0.42030000000000001,-0.24390000000000001,-0.15739999999999998,,,271
Type A,1,10,0.013000000000000012,-0.0075956140350877197,0.94450000000000001,0.0013000000000000012,124,-0.71650000000000003,-0.13639999999999999,,,,272
Type A,1,0,0.0,-0.0093567010309278352,0.90880000000000005,0,97,-0.90480000000000005,0.12870000000000001,,,,273
Type A,1,0,0.0,-0.010773809523809522,0.90659999999999996,0,84,-0.90259999999999996,0.087599999999999997,,,,274
Type A,1,0,0.0,-0.0075266129032258069,0.98719999999999997,0,124,-0.93330000000000002,,,,,275
Type B,1,82,0.8266,0.013814285714285715,0.99990000000000001,0.010080487804878049,19,0.82550000000000001,-0.085600000000000009,,,,276
Neither,0,108,0.1048,0.0026329411764705883,0.2732,0.00097037037037037046,23,-0.11899999999999999,0.16869999999999999,-0.064299999999999996,0.11940000000000001,-0.082400000000000001,277
Type A,1,0,0.0,-0.0095835164835164841,0.96530000000000005,0,91,-0.8721000000000001,0.065099999999999991,,,,278
Type A,1,0,0.0,-0.007512096774193548,0.95320000000000005,0,124,-0.9083,-0.023200000000000002,,,,279
Type A,1,0,0.0,-0.0072637096774193543,0.9224,0,124,-0.83579999999999999,-0.064899999999999999,,,,280
Type B,1,57,0.64729999999999999,-0.012183582089552239,0.98570000000000002,0.011356140350877193,124,0.64729999999999999,-0.81420000000000003,,,,281
Type B,1,29,0.14090000000000003,-0.013629411764705883,0.85460000000000003,0.0048586206896551734,80,0.14090000000000003,-0.69510000000000005,0.42180000000000006,,,282
Type B,1,29,0.14090000000000003,-0.013629411764705883,0.85460000000000003,0.0048586206896551734,80,0.14090000000000003,-0.69510000000000005,0.42180000000000006,,,283
Type A,1,12,0.0023999999999999577,-0.01350327868852459,0.8468,0.00019999999999999649,73,-0.82130000000000003,0.14679999999999999,,,,284
Type A,1,6,0.0020999999999999908,-0.015356907692307692,1.019509,0.00034999999999999848,71,-0.99609899999999996,0.06545200000000001,,,,285
Type B,1,57,0.4259,-0.016262962962962962,0.9083,0.0074719298245614039,111,0.4259,-0.87819999999999998,0.079399999999999998,,,286
Type B,1,106,0.61620000000000008,0.0070382022471910119,0.99580000000000002,0.005813207547169812,17,0.50390000000000001,0.11210000000000009,-0.45710000000000006,,,287
Type B,1,106,0.6169,0.0070460674157303369,0.99650000000000005,0.0058198113207547173,17,0.49889999999999995,0.11620000000000008,-0.45610000000000006,,,288
Type B,1,41,0.54289999999999994,-0.014760784313725491,0.9194,0.013241463414634145,92,0.54289999999999994,-0.40720000000000001,-0.34560000000000002,0.21640000000000001,,289
Type B,1,41,0.56000000000000005,-0.014671153846153846,0.9365,0.013658536585365855,93,0.56000000000000005,-0.76290000000000002,0.2291,,,290
Type B,1,50,0.8214999999999999,0.017129166666666664,0.93989999999999996,0.016429999999999997,2,0.8214999999999999,-0.42769999999999997,-0.34560000000000002,0.19510000000000002,,291
Type B,1,42,0.54899999999999993,-0.012883999999999998,0.90659999999999996,0.013071428571428571,92,0.54899999999999993,-0.39279999999999993,-0.25140000000000001,0.13069999999999998,,292
Type B,1,46,0.54329999999999989,-0.015275862068965515,0.95309999999999995,0.011810869565217388,104,0.54269999999999996,-0.88539999999999996,0.109,,,293
Type B,1,43,0.54039999999999999,-0.016500000000000001,0.93310000000000004,0.012567441860465116,98,0.54039999999999999,-0.90750000000000008,,,,294
Type A,1,22,0.017300000000000093,-0.018125925925925927,0.97940000000000005,0.00078636363636364059,76,-0.95819999999999994,,,,,295
Type A,1,0,0.0,-0.0090009090909090907,0.99439999999999995,0,110,-0.99009999999999998,,,,,296
Type A,1,6,0.0034999999999999476,-0.014607352941176471,0.99339999999999995,0.0005833333333333246,74,-0.98980000000000001,0.56759999999999999,,,,297
Type A,1,7,0.0047000000000000375,-0.012766666666666667,0.99980000000000002,0.00067142857142857683,82,-0.95279999999999998,0.20149999999999998,,,,298
Type A,1,0,0.0,-0.011485333333333332,0.89659999999999995,0,75,-0.86139999999999994,,,,,299
Neither,1,27,0.015800000000000036,-0.0051731958762886599,0.51880000000000004,0.00058518518518518652,124,-0.40349999999999997,0.13999999999999999,-0.22249999999999998,,,300
Neither,1,0,0.0,-0.0053467532467532473,0.52400000000000002,0,77,-0.35270000000000001,0.16980000000000001,-0.090900000000000036,,,301
Neither,0,124,0.0029999999999999749,0.0018247422680412371,0.17829999999999999,2.419354838709657e-05,27,-0.17400000000000002,0.086000000000000007,,,,302
Type A,1,28,0.0020999999999999908,-0.018782352941176469,0.95950000000000002,7.4999999999999668e-05,79,-0.95579999999999998,0.23220000000000002,,,,303
Type A,1,28,0.0020999999999999908,-0.018386538461538461,0.95950000000000002,7.4999999999999668e-05,80,-0.95400000000000007,0.23040000000000002,,,,304
Neither,0,0,0.0,-0.0046563106796116503,0.47999999999999998,0,103,-0.44679999999999997,0.29259999999999997,,,,305
Type A,1,15,0.021499999999999964,-0.0082449541284403682,0.94440000000000002,0.0014333333333333309,124,-0.8548,,,,,306
Neither,1,25,0.056900000000000062,-0.0062228915662650612,0.51870000000000005,0.0022760000000000024,108,0.056900000000000062,-0.51140000000000008,0.061100000000000002,,,307
Neither,1,0,0.0,-0.0092571428571428579,0.59440000000000004,0,56,-0.46140000000000003,-0.057000000000000009,0.1411,-0.072899999999999993,,308
Type A,1,19,0.00099899999999997213,-0.0099942325581395351,0.944909,5.2578947368419583e-05,105,-0.85850500000000007,0.069389999999999993,,,,309
Type A,1,18,0.0035999999999999366,-0.010644565217391305,0.98009999999999997,0.00019999999999999649,110,-0.96930000000000005,0.1129,,,,310
Type A,1,0,0.0,-0.022929999999999999,0.91920000000000002,0,40,-0.91720000000000002,0.15010000000000001,0.11299999999999999,,,311
Type B,1,69,0.27229999999999999,-0.010969090909090908,0.99980000000000002,0.003946376811594203,124,0.27229999999999999,-0.60329999999999995,,,,312
Type A,1,29,0.0074000000000000732,-0.010023157894736843,0.99370000000000003,0.00025517241379310597,124,-0.9375,0.095199999999999979,-0.10249999999999998,,,313
Type B,1,69,0.27229999999999999,-0.010969090909090908,0.99980000000000002,0.003946376811594203,124,0.27229999999999999,-0.60329999999999995,,,,314
Type A,1,19,0.013000000000000012,-0.0089628571428571422,0.97709999999999997,0.00068421052631579009,124,-0.89039999999999997,0.1095,-0.1472,,,315
Neither,1,104,0.51290000000000002,0.0065797619047619042,0.60260000000000002,0.0049317307692307698,20,0.21600000000000003,-0.062500000000000028,0.35940000000000005,-0.20540000000000003,,316
Type B,1,36,0.38863199999999998,-0.0077399102564102559,0.65168499999999996,0.010795333333333332,114,0.38863199999999998,-0.59654099999999999,,,,317
Type A,1,0,0.0,-0.010008695652173914,0.94610000000000005,0,92,-0.92080000000000006,0.32769999999999999,,,,318
Type A,1,0,0.0,-0.0099847826086956522,0.94610000000000005,0,92,-0.91860000000000008,0.38499999999999995,,,,319
Type A,1,0,0.0,-0.0098913978494623665,0.94610000000000005,0,93,-0.91990000000000005,0.34549999999999997,,,,320
Type A,1,0,0.0,-0.010157608695652175,0.94610000000000005,0,92,-0.93450000000000011,0.32240000000000002,,,,321
Type A,1,0,0.0,-0.0099847826086956522,0.94610000000000005,0,92,-0.91860000000000008,0.36829999999999996,,,,322
Type A,1,0,0.0,-0.010159340659340661,0.94610000000000005,0,91,-0.9245000000000001,0.35189999999999999,,,,323
Type A,1,0,0.0,-0.009994565217391305,0.94610000000000005,0,92,-0.9195000000000001,0.37259999999999999,,,,324
Type A,1,0,0.0,-0.0096510638297872334,0.95120000000000005,0,94,-0.90720000000000001,0.30370000000000003,,,,325
Type A,1,0,0.0,-0.010013829787234042,0.94610000000000005,0,94,-0.94130000000000003,0.39209999999999995,,,,326
Type A,1,0,0.0,-0.010013829787234042,0.94610000000000005,0,94,-0.94130000000000003,0.40689999999999998,,,,327
Type A,1,20,0.033299999999999996,-0.0096836734693877546,0.98099999999999998,0.0016649999999999998,118,-0.91269999999999996,,,,,328
Type A,1,26,0.041799999999999948,-0.010798717948717949,0.99199999999999999,0.0016076923076923056,104,-0.7792,,,,,329
Type A,1,26,0.041799999999999948,-0.010096511627906977,0.99199999999999999,0.0016076923076923056,112,-0.81770000000000009,,,,,330
Neither,0,0,0.0,-0.0065088235294117657,0.25190000000000001,0,34,-0.22130000000000002,0.1416,-0.124,0.098299999999999998,,331
Neither,0,43,0.2016,-0.0031469696969696967,0.2094,0.0046883720930232554,109,0.2016,-0.076300000000000007,-0.13119999999999998,0.12669999999999998,,332
Type A,1,11,0.0044999999999999485,-0.0095096153846153837,0.99119999999999997,0.00040909090909090442,115,-0.98220000000000007,,,,,333
Type A,1,3,0.0010520000000000529,-0.0091439310344827579,1.001188,0.00035066666666668428,119,-0.83223899999999995,0.10801600000000003,-0.33542100000000002,,,334
Type A,1,0,0.0,-0.0077524193548387087,0.98719999999999997,0,124,-0.74970000000000003,0.1018,-0.31340000000000001,,,335
Type A,1,0,0.0,-0.0074981651376146794,0.85050000000000003,0,109,-0.7873,0.053999999999999992,,,,336
Type B,1,81,0.82630000000000003,0.013753968253968255,0.99960000000000004,0.010201234567901235,18,0.81850000000000001,-0.078600000000000003,,,,337
Type A,1,7,0.0022000000000000908,-0.013303125000000001,0.97840000000000005,0.00031428571428572728,71,-0.84919999999999995,0.21960000000000002,-0.078699999999999992,,,338
Type A,1,0,0.0,-0.018737692307692309,1.021555,0,52,-0.97436,,,,,339
Neither,0,122,0.024400000000000005,0.0020467391304347824,0.2288,0.00020000000000000004,30,-0.16389999999999999,0.11899999999999999,-0.059300000000000005,0.127,,340
Type A,1,0,0.0,-0.0051618644067796616,0.67090000000000005,0,118,-0.32050000000000006,0.093399999999999983,-0.28059999999999996,-0.10140000000000002,,341
Type B,1,34,0.17049999999999998,-0.011789830508474576,0.78820000000000001,0.0050147058823529411,93,0.071699999999999986,0.098799999999999999,-0.69420000000000004,,,342
Type B,1,0,0.0,-0.0070459677419354829,0.90449999999999997,0,124,-0.44939999999999997,0.39619999999999994,-0.8204999999999999,,,343
Type B,1,59,0.97470000000000001,0.018581132075471699,0.98699999999999999,0.016520338983050848,6,0.97470000000000001,-0.69819999999999993,0.055199999999999971,,,344
Type B,1,29,0.28480000000000005,-0.014133846153846155,0.99870000000000003,0.0098206896551724151,94,0.28480000000000005,-0.91870000000000007,0.19689999999999996,,,345
Type A,1,0,0.0,-0.010593333333333333,0.95620000000000005,0,90,-0.44300000000000006,-0.50490000000000002,0.24489999999999998,,,346
Type A,1,0,0.0,-0.0095835164835164841,0.96530000000000005,0,91,-0.44380000000000008,-0.42829999999999996,0.065099999999999991,,,347
Type A,1,10,0.0037040000000001516,-0.0090261403508771938,1.0152950000000001,0.00037040000000001518,124,-0.91008599999999995,0.090090999999999991,-0.20528099999999999,,,348
Type A,1,16,0.0051999999999999824,-0.0087352380952380945,0.98229999999999995,0.0003249999999999989,121,-0.90469999999999995,0.067600000000000007,-0.074900000000000008,,,349
Type A,1,5,0.0014000000000000679,-0.0075621848739495798,0.99770000000000003,0.00028000000000001358,124,-0.82030000000000003,0.061100000000000015,-0.13930000000000001,,,350
Type A,1,0,0.0,-0.017721766666666663,1.0172049999999999,0,60,-1.0633059999999999,0.091849,,,,351
Type A,1,0,0.0,-0.007512096774193548,0.95320000000000005,0,124,-0.86660000000000004,-0.064899999999999999,,,,352
Type A,1,3,0.0020000000000000018,-0.010230107526881721,0.95650000000000002,0.00066666666666666729,96,-0.94940000000000002,,,,,353
Type A,1,0,0.0,-0.0078196370967741954,1.0100150000000001,0,124,-0.77404800000000007,-0.19558700000000001,,,,354
Type A,1,5,0.0022199999999998887,-0.018013090909090909,1.010867,0.00044399999999997772,60,-0.98850000000000005,0.170538,-0.050340999999999997,,,355
Type B,1,57,0.64729999999999999,-0.012183582089552239,0.98570000000000002,0.011356140350877193,124,0.64729999999999999,-0.81420000000000003,,,,356
Type B,1,29,0.14090000000000003,-0.013115384615384616,0.85460000000000003,0.0048586206896551734,81,0.14090000000000003,-0.68200000000000005,0.40210000000000001,,,357
Type A,1,22,0.01419999999999999,-0.011212345679012345,0.91020000000000001,0.00064545454545454498,103,-0.89400000000000002,0.072499999999999995,,,,358
Type A,1,0,0.0,-0.0095028137254901963,1.006691,0,102,-0.96928700000000001,0.066644000000000009,,,,359
Type A,1,7,0.0098000000000000309,-0.0064692307692307697,0.84850000000000003,0.0014000000000000043,124,-0.73140000000000005,-0.015700000000000006,,,,360
Neither,1,0,0.0,-0.0059893617021276602,0.63680000000000003,0,94,-0.52500000000000002,0.1055,,,,361
Type B,1,54,0.49770000000000003,-0.012685714285714286,0.91920000000000002,0.0092166666666666664,124,0.49770000000000003,-0.88800000000000001,,,,362
Type A,1,0,0.0,-0.0094326173913043473,1.0616909999999999,0,115,-1.084751,,,,,363
Type A,1,19,0.022700000000000053,-0.0090942857142857145,0.99970000000000003,0.001194736842105266,124,-0.93220000000000003,,,,,364
Type A,1,0,0.0,-0.010128495238095239,1.036394,0,105,-1.0634920000000001,0.072209999999999996,,,,365
Type A,1,21,0.03510000000000002,-0.0077737864077669899,0.94889999999999997,0.0016714285714285724,124,-0.76319999999999988,0.10769999999999996,-0.11009999999999998,,,366
Type B,1,67,0.31469999999999998,-0.015775000000000001,0.84770000000000001,0.0046970149253731342,119,0.31469999999999998,-0.82030000000000003,,,,367
Type A,1,4,9.4000000000038497e-05,-0.016846285714285713,1.040699,2.3500000000009624e-05,60,-0.94329799999999997,0.74276299999999995,-0.28895899999999997,,,368
Type A,1,22,0.0046000000000000485,-0.0092117647058823533,0.99350000000000005,0.00020909090909091129,124,-0.93500000000000005,,,,,369
Type A,1,9,0.0059010000000001561,-0.01468069230769231,1.0336350000000001,0.00065566666666668405,74,-0.94834399999999996,0.34012699999999996,-0.18576999999999996,,,370
Type A,1,0,0.0,-0.01291496153846154,1.0054350000000001,0,78,-1.0073670000000001,0.10403800000000001,,,,371
Type A,1,12,0.0023999999999999577,-0.01350327868852459,0.8468,0.00019999999999999649,73,-0.82130000000000003,0.14679999999999999,,,,372
Type B,1,67,0.629,-0.017597872340425532,0.92220000000000002,0.0093880597014925366,114,0.24690000000000001,0.3821,-0.82710000000000006,0.054300000000000001,,373
Type B,1,57,0.4259,-0.016262962962962962,0.9083,0.0074719298245614039,111,0.4259,-0.87819999999999998,0.079399999999999998,,,374
Type B,1,106,0.61890000000000001,0.0070685393258426961,0.99850000000000005,0.005838679245283019,17,0.50279999999999991,0.1149,-0.4587,,,375
Type A,1,0,0.0,-0.008446319327731093,1.028322,0,119,-0.92219699999999993,-0.082914999999999989,,,,376
Type A,1,10,0.013000000000000012,-0.0073210526315789478,0.94450000000000001,0.0013000000000000012,124,-0.42030000000000001,-0.24390000000000001,-0.15739999999999998,,,377
Type A,1,5,0.00052699999999994418,-0.014876338461538461,1.012308,0.00010539999999998883,70,-0.96643500000000004,0.050562999999999997,,,,378
Type A,1,13,0.020700000000000052,-0.0076918918918918921,0.89270000000000005,0.0015923076923076963,124,-0.7258,-0.10730000000000001,,,,379
Neither,1,124,0.78150000000000008,0.0063024193548387106,0.90900000000000003,0.0063024193548387106,0,0.21910000000000002,0.49719999999999998,0.065200000000000036,,,380
Type B,1,26,0.15080000000000005,-0.0058193877551020413,0.9032,0.0058000000000000013,124,0.15080000000000005,-0.50570000000000004,0.39560000000000001,-0.46020000000000005,,381
Type A,1,6,0.0020999999999999908,-0.015356907692307692,1.019509,0.00034999999999999848,71,-0.99609899999999996,0.06545200000000001,,,,382
Type A,1,5,0.0045610000000000372,-0.008706899159663866,1.0185690000000001,0.00091220000000000743,124,-0.62270500000000006,0.080434999999999979,-0.48929,,,383
Type A,1,13,0.0035999999999999366,-0.015768852459016394,0.96309999999999996,0.00027692307692307207,74,-0.95830000000000004,0.18559999999999999,,,,384
Type A,1,0,0.0,-0.014293464788732396,1.0049060000000001,0,71,-1.0148360000000001,0.33025899999999997,,,,385
Type A,1,0,0.0,-0.013032894736842104,0.99119999999999997,0,76,-0.98780000000000001,0.10000000000000001,,,,386
Type A,1,0,0.0,-0.007277777777777778,0.78090000000000004,0,99,-0.71820000000000006,0.21769999999999998,-0.21999999999999997,0.1512,,387
